,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,87,87,0,0,0,0,0,0,0,0
1,113,113,0,0,0,0,0,0,0,0
2,85,85,0,0,0,0,0,0,0,0
3,104,104,0,0,0,0,0,0,0,0
4,106,106,0,0,0,0,0,0,0,0
5,98,98,0,0,0,0,0,0,0,0
6,102,102,0,0,0,0,0,0,0,0
7,94,94,0,0,0,0,0,0,0,0
8,89,89,0,0,0,0,0,0,0,0
9,104,104,0,0,0,0,0,0,0,0
10,93,93,0,0,0,0,0,0,0,0
11,90,90,0,0,0,0,0,0,0,0
12,88,88,0,0,0,0,0,0,0,0
13,94,94,0,0,0,0,0,0,0,0
14,89,89,0,0,0,0,0,0,0,0
15,93,93,0,0,0,0,0,0,0,0
16,96,96,0,0,0,0,0,0,0,0
17,81,81,0,0,0,0,0,0,0,0
18,99,99,0,0,0,0,0,0,0,0
19,91,91,0,0,0,0,0,0,0,0
20,106,106,0,0,0,0,0,0,0,0
21,110,110,0,0,0,0,0,0,0,0
22,102,102,0,0,0,0,0,0,0,0
23,99,99,0,0,0,0,0,0,0,0
24,104,104,0,0,0,0,0,0,0,0
25,84,84,0,0,0,0,0,0,0,0
26,86,86,0,0,0,0,0,0,0,0
27,99,99,0,0,0,0,0,0,0,0
28,100,100,0,0,0,0,0,0,0,0
29,99,99,0,0,0,0,0,0,0,0
30,91,91,0,0,0,0,0,0,0,0
31,100,100,0,0,0,0,0,0,0,0
32,86,86,0,0,0,0,0,0,0,0
33,84,84,0,0,0,0,0,0,0,0
34,104,104,0,0,0,0,0,0,0,0
35,82,82,0,0,0,0,0,0,0,0
36,105,105,0,0,0,0,0,0,0,0
37,95,95,0,0,0,0,0,0,0,0
38,97,97,0,0,0,0,0,0,0,0
39,85,85,0,0,0,0,0,0,0,0
40,91,91,0,0,0,0,0,0,0,0
41,109,109,0,0,0,0,0,0,0,0
42,74,74,0,0,0,0,0,0,0,0
43,105,105,0,0,0,0,0,0,0,0
44,93,93,0,0,0,0,0,0,0,0
45,87,87,0,0,0,0,0,0,0,0
46,87,87,0,0,0,0,0,0,0,0
47,91,91,0,0,0,0,0,0,0,0
48,103,103,0,0,0,0,0,0,0,0
49,98,98,0,0,0,0,0,0,0,0
50,99,99,0,0,0,0,0,0,0,0
51,94,94,0,0,0,0,0,0,0,0
52,100,100,0,0,0,0,0,0,0,0
53,105,105,0,0,0,0,0,0,0,0
54,113,113,0,0,0,0,0,0,0,0
55,84,84,0,0,0,0,0,0,0,0
56,103,103,0,0,0,0,0,0,0,0
57,86,86,0,0,0,0,0,0,0,0
58,101,101,0,0,0,0,0,0,0,0
59,93,93,0,0,0,0,0,0,0,0
60,0,0,86,0,0,0,0,0,0,86
61,0,0,94,0,94,0,0,0,0,0
62,0,0,90,0,0,0,0,90,0,0
63,0,0,0,0,98,0,0,0,0,98
64,0,0,0,0,0,0,92,92,0,0
65,0,0,96,96,0,0,0,0,0,0
66,0,0,0,0,0,88,88,0,0,0
67,0,0,0,103,0,103,0,0,0,0
68,0,0,0,0,0,69,0,0,69,0
69,0,0,97,0,0,97,0,0,0,0
70,0,0,0,0,104,0,0,0,104,0
71,0,0,0,0,0,108,0,108,0,0
72,0,0,0,0,0,98,0,98,0,0
73,0,0,100,100,0,0,0,0,0,0
74,0,0,86,0,0,0,0,0,0,86
75,0,0,0,0,103,103,0,0,0,0
76,0,0,0,0,0,0,96,96,0,0
77,0,0,100,0,0,0,0,0,100,0
78,0,0,88,0,88,0,0,0,0,0
79,0,0,0,88,0,0,0,88,0,0
80,0,0,0,0,99,0,0,0,0,99
81,0,0,98,0,0,0,0,0,0,98
82,0,0,0,100,0,0,0,0,100,0
83,0,0,85,0,0,0,85,0,0,0
84,0,0,0,87,0,0,87,0,0,0
85,0,0,0,0,0,0,91,0,0,91
86,0,0,0,0,97,0,0,0,0,97
87,0,0,0,0,0,0,0,0,99,99
88,0,0,93,0,0,93,0,0,0,0
89,0,0,0,93,0,0,0,93,0,0
90,0,0,0,0,0,0,87,0,87,0
91,0,0,0,0,0,0,0,96,0,96
92,0,0,102,0,0,0,0,0,102,0
93,0,0,0,0,0,0,0,94,94,0
94,0,0,84,0,0,0,0,0,84,0
95,0,0,99,0,0,0,99,0,0,0
96,0,0,0,99,99,0,0,0,0,0
97,0,0,0,0,0,100,0,100,0,0
98,0,0,0,113,0,0,0,113,0,0
99,0,0,0,0,0,0,0,0,95,95
,5730,5730,1398,879,782,859,725,1068,934,945
