,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,200,200,0,0,0,0,0,0,0,0
1,200,200,0,0,0,0,0,0,0,0
2,200,200,0,0,0,0,0,0,0,0
3,200,200,0,0,0,0,0,0,0,0
4,200,200,0,0,0,0,0,0,0,0
5,200,200,0,0,0,0,0,0,0,0
6,200,200,0,0,0,0,0,0,0,0
7,200,200,0,0,0,0,0,0,0,0
8,200,200,0,0,0,0,0,0,0,0
9,200,200,0,0,0,0,0,0,0,0
10,200,200,0,0,0,0,0,0,0,0
11,200,200,0,0,0,0,0,0,0,0
12,200,200,0,0,0,0,0,0,0,0
13,200,200,0,0,0,0,0,0,0,0
14,200,200,0,0,0,0,0,0,0,0
15,200,200,0,0,0,0,0,0,0,0
16,200,200,0,0,0,0,0,0,0,0
17,200,200,0,0,0,0,0,0,0,0
18,200,200,0,0,0,0,0,0,0,0
19,200,200,0,0,0,0,0,0,0,0
20,0,0,0,200,0,0,0,200,0,0
21,0,0,0,0,0,200,200,0,0,0
22,0,0,0,0,0,0,0,200,200,0
23,0,0,0,0,0,0,0,0,200,200
24,0,0,200,0,0,0,0,0,0,200
25,0,0,0,0,0,0,0,0,200,200
26,0,0,200,200,0,0,0,0,0,0
27,0,0,200,0,0,0,0,0,200,0
28,0,0,0,200,0,0,0,0,200,0
29,0,0,0,0,0,0,0,0,200,200
30,0,0,0,0,0,200,0,0,0,200
31,0,0,0,0,0,0,0,200,200,0
32,0,0,0,0,200,200,0,0,0,0
33,0,0,0,0,200,0,0,0,0,200
34,0,0,0,200,0,0,200,0,0,0
35,0,0,0,0,0,200,0,0,0,200
36,0,0,0,0,200,0,0,200,0,0
37,0,0,0,200,0,0,0,0,200,0
38,0,0,200,0,0,0,0,200,0,0
39,0,0,0,0,0,200,200,0,0,0
40,0,0,0,200,200,0,0,0,0,0
41,0,0,0,0,200,0,200,0,0,0
42,0,0,0,200,0,200,0,0,0,0
43,0,0,0,0,200,200,0,0,0,0
44,0,0,0,0,200,0,200,0,0,0
45,0,0,200,200,0,0,0,0,0,0
46,0,0,0,200,0,0,0,0,200,0
47,0,0,0,0,0,200,200,0,0,0
48,0,0,0,0,200,0,0,0,200,0
49,0,0,200,0,0,0,200,0,0,0
50,0,0,0,200,0,0,0,200,0,0
51,0,0,0,0,0,0,0,200,200,0
52,0,0,0,0,0,0,0,0,200,200
53,0,0,0,0,0,200,0,0,200,0
54,0,0,0,0,0,0,0,200,0,200
55,0,0,0,0,0,0,200,0,200,0
56,0,0,200,0,0,0,0,200,0,0
57,0,0,0,0,0,0,0,200,0,200
58,0,0,0,0,200,200,0,0,0,0
59,0,0,200,0,0,0,200,0,0,0
60,0,0,0,0,0,200,0,0,0,200
61,0,0,0,0,200,0,200,0,0,0
62,0,0,200,0,0,200,0,0,0,0
63,0,0,0,0,0,0,200,200,0,0
64,0,0,200,0,0,0,0,0,200,0
65,0,0,0,0,0,0,200,0,200,0
66,0,0,0,0,0,200,200,0,0,0
67,0,0,0,0,0,0,200,200,0,0
68,0,0,200,0,0,0,0,0,200,0
69,0,0,0,200,0,0,0,200,0,0
70,0,0,200,0,0,0,0,0,200,0
71,0,0,0,0,0,200,200,0,0,0
72,0,0,200,0,0,0,0,0,200,0
73,0,0,0,0,0,200,0,0,200,0
74,0,0,200,0,0,0,0,200,0,0
75,0,0,0,200,200,0,0,0,0,0
76,0,0,0,0,200,0,200,0,0,0
77,0,0,0,0,0,0,0,0,200,200
78,0,0,0,200,0,200,0,0,0,0
79,0,0,0,0,0,0,0,0,200,200
80,0,0,200,0,0,0,0,200,0,0
81,0,0,0,0,0,0,0,0,200,200
82,0,0,0,0,0,200,0,0,200,0
83,0,0,0,0,200,200,0,0,0,0
84,0,0,0,0,0,200,0,0,0,200
85,0,0,0,0,200,0,0,0,0,200
86,0,0,0,200,0,0,0,0,200,0
87,0,0,0,200,0,200,0,0,0,0
88,0,0,0,200,0,0,0,0,0,200
89,0,0,200,0,0,0,0,0,200,0
90,0,0,0,0,200,0,0,0,0,200
91,0,0,0,0,0,0,0,0,200,200
92,0,0,0,0,0,0,0,200,0,200
93,0,0,0,0,0,0,200,0,200,0
94,0,0,0,0,0,0,0,0,200,200
95,0,0,0,0,0,200,200,0,0,0
96,0,0,0,0,0,0,200,0,200,0
97,0,0,0,0,0,0,200,0,0,200
98,0,0,200,0,0,0,0,200,0,0
99,0,0,0,0,0,200,0,200,0,0
,4000,4000,3400,3200,3000,4400,4000,3600,6000,4400
