,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,201,201,0,0,0,0,0,0,0,0
1,179,179,0,0,0,0,0,0,0,0
2,131,131,0,0,0,0,0,0,0,0
3,172,172,0,0,0,0,0,0,0,0
4,216,216,0,0,0,0,0,0,0,0
5,215,215,0,0,0,0,0,0,0,0
6,193,193,0,0,0,0,0,0,0,0
7,182,182,0,0,0,0,0,0,0,0
8,249,249,0,0,0,0,0,0,0,0
9,211,211,0,0,0,0,0,0,0,0
10,222,222,0,0,0,0,0,0,0,0
11,195,195,0,0,0,0,0,0,0,0
12,207,207,0,0,0,0,0,0,0,0
13,215,215,0,0,0,0,0,0,0,0
14,210,210,0,0,0,0,0,0,0,0
15,198,198,0,0,0,0,0,0,0,0
16,160,160,0,0,0,0,0,0,0,0
17,189,189,0,0,0,0,0,0,0,0
18,223,223,0,0,0,0,0,0,0,0
19,223,223,0,0,0,0,0,0,0,0
20,0,0,216,0,0,0,0,216,0,0
21,0,0,0,0,0,215,0,215,0,0
22,0,0,0,0,0,0,0,209,209,0
23,0,0,0,0,0,0,207,0,207,0
24,0,0,0,0,0,198,0,198,0,0
25,0,0,0,179,0,0,179,0,0,0
26,0,0,0,203,203,0,0,0,0,0
27,0,0,202,0,0,0,0,0,202,0
28,0,0,0,203,0,0,0,0,0,203
29,0,0,189,0,0,0,0,0,189,0
30,0,0,221,0,0,0,0,0,0,221
31,0,0,0,0,0,0,214,0,0,214
32,0,0,0,0,0,0,215,0,215,0
33,0,0,220,0,0,220,0,0,0,0
34,0,0,0,197,0,0,0,197,0,0
35,0,0,241,0,241,0,0,0,0,0
36,0,0,0,0,0,0,0,204,0,204
37,0,0,169,169,0,0,0,0,0,0
38,0,0,0,0,219,0,0,0,219,0
39,0,0,0,0,234,0,0,234,0,0
40,0,0,222,0,222,0,0,0,0,0
41,0,0,0,0,183,0,0,0,0,183
42,0,0,0,0,0,0,0,169,169,0
43,0,0,0,0,0,179,0,0,179,0
44,0,0,0,0,0,0,187,187,0,0
45,0,0,0,0,196,196,0,0,0,0
46,0,0,0,201,0,0,0,0,0,201
47,0,0,0,0,240,0,240,0,0,0
48,0,0,0,0,198,0,0,0,198,0
49,0,0,0,226,0,0,226,0,0,0
50,0,0,0,0,0,0,177,0,177,0
51,0,0,0,171,0,0,0,0,0,171
52,0,0,0,0,0,0,0,0,223,223
53,0,0,0,0,184,0,0,184,0,0
54,0,0,220,0,0,0,0,0,0,220
55,0,0,0,189,0,0,0,0,189,0
56,0,0,0,0,188,188,0,0,0,0
57,0,0,0,218,0,0,0,0,218,0
58,0,0,0,229,0,0,229,0,0,0
59,0,0,0,158,0,0,0,0,158,0
60,0,0,0,0,0,0,0,0,200,200
61,0,0,0,0,0,230,230,0,0,0
62,0,0,0,0,0,0,203,0,0,203
63,0,0,0,0,0,201,0,0,0,201
64,0,0,0,0,190,0,0,190,0,0
65,0,0,0,0,0,197,0,197,0,0
66,0,0,0,218,0,0,0,0,0,218
67,0,0,0,0,0,0,0,0,196,196
68,0,0,0,187,0,0,0,0,0,187
69,0,0,0,0,184,0,0,184,0,0
70,0,0,0,0,0,0,214,214,0,0
71,0,0,0,201,201,0,0,0,0,0
72,0,0,0,0,0,188,0,0,0,188
73,0,0,0,206,0,0,206,0,0,0
74,0,0,0,200,0,0,200,0,0,0
75,0,0,0,195,0,195,0,0,0,0
76,0,0,0,0,0,0,202,0,0,202
77,0,0,0,0,203,0,203,0,0,0
78,0,0,187,0,0,0,187,0,0,0
79,0,0,194,0,0,0,0,0,0,194
80,0,0,192,0,0,0,192,0,0,0
81,0,0,0,207,0,0,207,0,0,0
82,0,0,0,0,223,0,223,0,0,0
83,0,0,0,0,225,225,0,0,0,0
84,0,0,0,0,197,0,0,197,0,0
85,0,0,201,0,0,0,0,0,0,201
86,0,0,0,0,0,213,0,0,213,0
87,0,0,0,176,0,0,0,176,0,0
88,0,0,0,206,0,0,0,0,0,206
89,0,0,0,0,0,218,0,0,0,218
90,0,0,205,0,205,0,0,0,0,0
91,0,0,0,0,0,0,186,0,0,186
92,0,0,212,0,212,0,0,0,0,0
93,0,0,0,0,0,0,228,0,0,228
94,0,0,0,0,0,0,0,0,203,203
95,0,0,246,0,0,0,246,0,0,0
96,0,0,201,201,0,0,0,0,0,0
97,0,0,183,0,0,0,0,0,183,0
98,0,0,0,0,0,253,0,0,0,253
99,0,0,0,0,0,0,0,194,0,194
,3991,3991,3721,4340,4148,3116,4801,3365,3747,5318
