,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,
0,1200,0,0,0,0,2400,1200,0,0,1200,6000
1,1200,0,2400,1200,1200,0,0,0,0,0,6000
2,0,0,1200,0,1200,0,0,2400,1200,1200,7200
3,0,1200,1200,0,2400,0,0,0,1200,0,6000
4,0,0,0,2400,0,1200,1200,0,1200,1200,7200
5,0,1200,0,0,0,0,2400,0,1200,0,4800
6,0,0,1200,1200,0,2400,0,2400,0,0,7200
7,0,1200,0,0,1200,0,1200,1200,0,0,4800
8,2400,1200,0,0,0,0,0,0,0,1200,4800
9,1200,1200,0,1200,0,0,0,0,1200,1200,6000
,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,60000
