,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,197,197,0,0,0,0,0,0,0,0
1,199,199,0,0,0,0,0,0,0,0
2,204,204,0,0,0,0,0,0,0,0
3,219,219,0,0,0,0,0,0,0,0
4,204,204,0,0,0,0,0,0,0,0
5,220,220,0,0,0,0,0,0,0,0
6,196,196,0,0,0,0,0,0,0,0
7,219,219,0,0,0,0,0,0,0,0
8,208,208,0,0,0,0,0,0,0,0
9,202,202,0,0,0,0,0,0,0,0
10,215,215,0,0,0,0,0,0,0,0
11,207,207,0,0,0,0,0,0,0,0
12,220,220,0,0,0,0,0,0,0,0
13,190,190,0,0,0,0,0,0,0,0
14,223,223,0,0,0,0,0,0,0,0
15,169,169,0,0,0,0,0,0,0,0
16,191,191,0,0,0,0,0,0,0,0
17,183,183,0,0,0,0,0,0,0,0
18,187,187,0,0,0,0,0,0,0,0
19,188,188,0,0,0,0,0,0,0,0
20,182,182,0,0,0,0,0,0,0,0
21,212,212,0,0,0,0,0,0,0,0
22,192,192,0,0,0,0,0,0,0,0
23,194,194,0,0,0,0,0,0,0,0
24,199,199,0,0,0,0,0,0,0,0
25,187,187,0,0,0,0,0,0,0,0
26,219,219,0,0,0,0,0,0,0,0
27,187,187,0,0,0,0,0,0,0,0
28,200,200,0,0,0,0,0,0,0,0
29,171,171,0,0,0,0,0,0,0,0
30,0,0,0,0,178,0,178,0,0,0
31,0,0,182,0,0,0,0,0,182,0
32,0,0,0,0,0,154,0,154,0,0
33,0,0,0,0,199,0,0,199,0,0
34,0,0,201,0,0,0,0,0,201,0
35,0,0,0,0,0,0,194,0,0,194
36,0,0,0,188,0,0,0,0,188,0
37,0,0,0,210,0,0,0,0,210,0
38,0,0,0,0,174,174,0,0,0,0
39,0,0,0,0,0,0,204,0,0,204
40,0,0,211,211,0,0,0,0,0,0
41,0,0,217,0,0,217,0,0,0,0
42,0,0,0,0,0,210,0,0,0,210
43,0,0,0,0,204,0,0,204,0,0
44,0,0,0,0,0,0,0,221,0,221
45,0,0,0,0,0,0,224,0,224,0
46,0,0,0,0,0,198,0,198,0,0
47,0,0,0,0,0,209,0,209,0,0
48,0,0,0,0,174,0,0,0,0,174
49,0,0,0,189,0,189,0,0,0,0
50,0,0,0,209,0,209,0,0,0,0
51,0,0,0,0,0,0,0,254,0,254
52,0,0,187,187,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,214,214
54,0,0,0,211,0,0,0,0,211,0
55,0,0,0,0,0,0,193,0,0,193
56,0,0,0,183,0,0,183,0,0,0
57,0,0,0,0,0,170,0,170,0,0
58,0,0,184,0,0,0,0,0,184,0
59,0,0,0,0,0,180,0,0,180,0
60,0,0,0,0,0,0,234,0,0,234
61,0,0,0,0,200,0,200,0,0,0
62,0,0,0,0,0,0,138,138,0,0
63,0,0,208,0,0,0,208,0,0,0
64,0,0,0,0,191,0,0,0,191,0
65,0,0,0,203,0,0,203,0,0,0
66,0,0,0,0,0,0,0,147,0,147
67,0,0,0,0,0,0,208,208,0,0
68,0,0,173,0,0,0,0,0,173,0
69,0,0,0,0,197,0,197,0,0,0
70,0,0,0,228,0,0,0,228,0,0
71,0,0,0,0,0,222,0,0,222,0
72,0,0,0,211,0,0,0,0,0,211
73,0,0,0,0,203,0,0,0,0,203
74,0,0,0,0,0,180,180,0,0,0
75,0,0,0,0,0,0,0,199,199,0
76,0,0,0,0,0,223,0,0,0,223
77,0,0,0,0,0,0,0,168,0,168
78,0,0,0,0,213,213,0,0,0,0
79,0,0,0,0,0,0,0,0,237,237
80,0,0,0,0,0,0,0,234,234,0
81,0,0,0,0,0,207,207,0,0,0
82,0,0,0,0,0,211,211,0,0,0
83,0,0,0,228,0,0,228,0,0,0
84,0,0,172,0,0,0,172,0,0,0
85,0,0,0,0,0,154,154,0,0,0
86,0,0,186,186,0,0,0,0,0,0
87,0,0,204,0,0,0,204,0,0,0
88,0,0,0,0,0,201,0,201,0,0
89,0,0,0,0,0,220,0,0,0,220
90,0,0,0,210,0,0,0,0,0,210
91,0,0,0,0,0,0,0,129,129,0
92,0,0,0,0,0,217,0,0,0,217
93,0,0,193,0,0,0,193,0,0,0
94,0,0,0,0,0,218,0,0,218,0
95,0,0,0,0,0,0,0,0,200,200
96,0,0,0,0,0,0,0,0,182,182
97,0,0,0,205,0,0,205,0,0,0
98,0,0,158,0,0,0,0,0,158,0
99,0,0,0,0,203,203,0,0,0,0
,5984,5984,2476,3059,2136,4379,4318,3261,3937,4116
