,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,75,75,0,0,0,0,0,0,0,0
1,75,75,0,0,0,0,0,0,0,0
2,75,75,0,0,0,0,0,0,0,0
3,75,75,0,0,0,0,0,0,0,0
4,75,75,0,0,0,0,0,0,0,0
5,75,75,0,0,0,0,0,0,0,0
6,75,75,0,0,0,0,0,0,0,0
7,75,75,0,0,0,0,0,0,0,0
8,75,75,0,0,0,0,0,0,0,0
9,75,75,0,0,0,0,0,0,0,0
10,75,75,0,0,0,0,0,0,0,0
11,75,75,0,0,0,0,0,0,0,0
12,75,75,0,0,0,0,0,0,0,0
13,75,75,0,0,0,0,0,0,0,0
14,75,75,0,0,0,0,0,0,0,0
15,75,75,0,0,0,0,0,0,0,0
16,75,75,0,0,0,0,0,0,0,0
17,75,75,0,0,0,0,0,0,0,0
18,75,75,0,0,0,0,0,0,0,0
19,75,75,0,0,0,0,0,0,0,0
20,75,75,0,0,0,0,0,0,0,0
21,75,75,0,0,0,0,0,0,0,0
22,75,75,0,0,0,0,0,0,0,0
23,75,75,0,0,0,0,0,0,0,0
24,75,75,0,0,0,0,0,0,0,0
25,75,75,0,0,0,0,0,0,0,0
26,75,75,0,0,0,0,0,0,0,0
27,75,75,0,0,0,0,0,0,0,0
28,75,75,0,0,0,0,0,0,0,0
29,75,75,0,0,0,0,0,0,0,0
30,75,75,0,0,0,0,0,0,0,0
31,75,75,0,0,0,0,0,0,0,0
32,75,75,0,0,0,0,0,0,0,0
33,75,75,0,0,0,0,0,0,0,0
34,75,75,0,0,0,0,0,0,0,0
35,75,75,0,0,0,0,0,0,0,0
36,75,75,0,0,0,0,0,0,0,0
37,75,75,0,0,0,0,0,0,0,0
38,75,75,0,0,0,0,0,0,0,0
39,75,75,0,0,0,0,0,0,0,0
40,75,75,0,0,0,0,0,0,0,0
41,75,75,0,0,0,0,0,0,0,0
42,75,75,0,0,0,0,0,0,0,0
43,75,75,0,0,0,0,0,0,0,0
44,75,75,0,0,0,0,0,0,0,0
45,75,75,0,0,0,0,0,0,0,0
46,75,75,0,0,0,0,0,0,0,0
47,75,75,0,0,0,0,0,0,0,0
48,75,75,0,0,0,0,0,0,0,0
49,75,75,0,0,0,0,0,0,0,0
50,75,75,0,0,0,0,0,0,0,0
51,75,75,0,0,0,0,0,0,0,0
52,75,75,0,0,0,0,0,0,0,0
53,75,75,0,0,0,0,0,0,0,0
54,75,75,0,0,0,0,0,0,0,0
55,75,75,0,0,0,0,0,0,0,0
56,75,75,0,0,0,0,0,0,0,0
57,75,75,0,0,0,0,0,0,0,0
58,75,75,0,0,0,0,0,0,0,0
59,75,75,0,0,0,0,0,0,0,0
60,75,75,0,0,0,0,0,0,0,0
61,75,75,0,0,0,0,0,0,0,0
62,75,75,0,0,0,0,0,0,0,0
63,75,75,0,0,0,0,0,0,0,0
64,75,75,0,0,0,0,0,0,0,0
65,75,75,0,0,0,0,0,0,0,0
66,75,75,0,0,0,0,0,0,0,0
67,75,75,0,0,0,0,0,0,0,0
68,75,75,0,0,0,0,0,0,0,0
69,75,75,0,0,0,0,0,0,0,0
70,75,75,0,0,0,0,0,0,0,0
71,75,75,0,0,0,0,0,0,0,0
72,75,75,0,0,0,0,0,0,0,0
73,75,75,0,0,0,0,0,0,0,0
74,75,75,0,0,0,0,0,0,0,0
75,75,75,0,0,0,0,0,0,0,0
76,75,75,0,0,0,0,0,0,0,0
77,75,75,0,0,0,0,0,0,0,0
78,75,75,0,0,0,0,0,0,0,0
79,75,75,0,0,0,0,0,0,0,0
80,0,0,0,0,75,75,0,0,0,0
81,0,0,0,75,0,0,0,75,0,0
82,0,0,75,75,0,0,0,0,0,0
83,0,0,0,0,75,75,0,0,0,0
84,0,0,0,0,75,0,0,0,0,75
85,0,0,0,75,75,0,0,0,0,0
86,0,0,0,0,0,0,75,0,0,75
87,0,0,0,0,0,75,0,75,0,0
88,0,0,0,0,0,75,75,0,0,0
89,0,0,0,75,0,75,0,0,0,0
90,0,0,0,0,0,0,75,75,0,0
91,0,0,0,0,0,75,75,0,0,0
92,0,0,0,0,0,0,0,75,0,75
93,0,0,0,0,75,0,0,0,0,75
94,0,0,0,0,75,0,0,0,0,75
95,0,0,0,75,75,0,0,0,0,0
96,0,0,0,75,0,0,0,75,0,0
97,0,0,0,0,0,0,75,0,0,75
98,0,0,75,0,0,0,0,0,75,0
99,0,0,0,0,0,0,0,75,0,75
