,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,129,129,0,0,0,0,0,0,0,0
1,106,106,0,0,0,0,0,0,0,0
2,95,95,0,0,0,0,0,0,0,0
3,112,112,0,0,0,0,0,0,0,0
4,107,107,0,0,0,0,0,0,0,0
5,101,101,0,0,0,0,0,0,0,0
6,77,77,0,0,0,0,0,0,0,0
7,94,94,0,0,0,0,0,0,0,0
8,85,85,0,0,0,0,0,0,0,0
9,99,99,0,0,0,0,0,0,0,0
10,91,91,0,0,0,0,0,0,0,0
11,120,120,0,0,0,0,0,0,0,0
12,102,102,0,0,0,0,0,0,0,0
13,80,80,0,0,0,0,0,0,0,0
14,106,106,0,0,0,0,0,0,0,0
15,94,94,0,0,0,0,0,0,0,0
16,92,92,0,0,0,0,0,0,0,0
17,102,102,0,0,0,0,0,0,0,0
18,104,104,0,0,0,0,0,0,0,0
19,95,95,0,0,0,0,0,0,0,0
20,112,112,0,0,0,0,0,0,0,0
21,94,94,0,0,0,0,0,0,0,0
22,102,102,0,0,0,0,0,0,0,0
23,106,106,0,0,0,0,0,0,0,0
24,106,106,0,0,0,0,0,0,0,0
25,77,77,0,0,0,0,0,0,0,0
26,96,96,0,0,0,0,0,0,0,0
27,106,106,0,0,0,0,0,0,0,0
28,85,85,0,0,0,0,0,0,0,0
29,109,109,0,0,0,0,0,0,0,0
30,85,85,0,0,0,0,0,0,0,0
31,76,76,0,0,0,0,0,0,0,0
32,111,111,0,0,0,0,0,0,0,0
33,109,109,0,0,0,0,0,0,0,0
34,100,100,0,0,0,0,0,0,0,0
35,92,92,0,0,0,0,0,0,0,0
36,98,98,0,0,0,0,0,0,0,0
37,99,99,0,0,0,0,0,0,0,0
38,108,108,0,0,0,0,0,0,0,0
39,91,91,0,0,0,0,0,0,0,0
40,100,100,0,0,0,0,0,0,0,0
41,93,93,0,0,0,0,0,0,0,0
42,110,110,0,0,0,0,0,0,0,0
43,104,104,0,0,0,0,0,0,0,0
44,91,91,0,0,0,0,0,0,0,0
45,91,91,0,0,0,0,0,0,0,0
46,102,102,0,0,0,0,0,0,0,0
47,109,109,0,0,0,0,0,0,0,0
48,100,100,0,0,0,0,0,0,0,0
49,117,117,0,0,0,0,0,0,0,0
50,97,97,0,0,0,0,0,0,0,0
51,96,96,0,0,0,0,0,0,0,0
52,119,119,0,0,0,0,0,0,0,0
53,101,101,0,0,0,0,0,0,0,0
54,93,93,0,0,0,0,0,0,0,0
55,86,86,0,0,0,0,0,0,0,0
56,95,95,0,0,0,0,0,0,0,0
57,106,106,0,0,0,0,0,0,0,0
58,116,116,0,0,0,0,0,0,0,0
59,92,92,0,0,0,0,0,0,0,0
60,0,0,0,97,0,0,97,0,0,0
61,0,0,0,95,0,0,95,0,0,0
62,0,0,94,0,0,0,0,94,0,0
63,0,0,93,0,0,0,0,0,0,93
64,0,0,0,0,100,0,0,0,0,100
65,0,0,89,89,0,0,0,0,0,0
66,0,0,0,0,0,0,95,95,0,0
67,0,0,0,98,98,0,0,0,0,0
68,0,0,0,94,0,0,0,0,0,94
69,0,0,0,0,0,110,0,110,0,0
70,0,0,86,0,86,0,0,0,0,0
71,0,0,0,0,82,0,0,82,0,0
72,0,0,0,0,0,101,0,0,0,101
73,0,0,97,97,0,0,0,0,0,0
74,0,0,0,94,0,0,0,94,0,0
75,0,0,0,0,84,84,0,0,0,0
76,0,0,0,99,0,0,0,0,99,0
77,0,0,0,0,116,0,0,0,0,116
78,0,0,0,0,0,0,92,0,0,92
79,0,0,0,0,102,0,0,0,0,102
80,0,0,0,0,0,0,102,0,0,102
81,0,0,0,0,110,0,0,0,0,110
82,0,0,0,0,0,98,98,0,0,0
83,0,0,0,0,0,0,116,0,116,0
84,0,0,0,0,125,0,0,0,125,0
85,0,0,91,0,0,0,91,0,0,0
86,0,0,76,0,0,0,76,0,0,0
87,0,0,0,0,109,109,0,0,0,0
88,0,0,0,93,0,0,93,0,0,0
89,0,0,0,89,0,89,0,0,0,0
90,0,0,0,0,0,0,97,0,0,97
91,0,0,99,0,0,0,0,99,0,0
92,0,0,0,0,0,0,97,0,0,97
93,0,0,0,0,0,0,0,0,109,109
94,0,0,97,0,0,97,0,0,0,0
95,0,0,0,0,0,0,92,0,0,92
96,0,0,0,0,0,0,111,0,0,111
97,0,0,0,0,0,0,103,0,103,0
98,0,0,103,0,0,0,0,0,103,0
99,0,0,0,0,0,80,80,0,0,0
,5971,5971,925,945,1012,768,1535,574,655,1416
