,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
0,100,100,0,0,0,0,0,0,0,0
1,100,100,0,0,0,0,0,0,0,0
2,100,100,0,0,0,0,0,0,0,0
3,100,100,0,0,0,0,0,0,0,0
4,100,100,0,0,0,0,0,0,0,0
5,100,100,0,0,0,0,0,0,0,0
6,100,100,0,0,0,0,0,0,0,0
7,100,100,0,0,0,0,0,0,0,0
8,100,100,0,0,0,0,0,0,0,0
9,100,100,0,0,0,0,0,0,0,0
10,100,100,0,0,0,0,0,0,0,0
11,100,100,0,0,0,0,0,0,0,0
12,100,100,0,0,0,0,0,0,0,0
13,100,100,0,0,0,0,0,0,0,0
14,100,100,0,0,0,0,0,0,0,0
15,100,100,0,0,0,0,0,0,0,0
16,100,100,0,0,0,0,0,0,0,0
17,100,100,0,0,0,0,0,0,0,0
18,100,100,0,0,0,0,0,0,0,0
19,100,100,0,0,0,0,0,0,0,0
20,100,100,0,0,0,0,0,0,0,0
21,100,100,0,0,0,0,0,0,0,0
22,100,100,0,0,0,0,0,0,0,0
23,100,100,0,0,0,0,0,0,0,0
24,100,100,0,0,0,0,0,0,0,0
25,100,100,0,0,0,0,0,0,0,0
26,100,100,0,0,0,0,0,0,0,0
27,100,100,0,0,0,0,0,0,0,0
28,100,100,0,0,0,0,0,0,0,0
29,100,100,0,0,0,0,0,0,0,0
30,100,100,0,0,0,0,0,0,0,0
31,100,100,0,0,0,0,0,0,0,0
32,100,100,0,0,0,0,0,0,0,0
33,100,100,0,0,0,0,0,0,0,0
34,100,100,0,0,0,0,0,0,0,0
35,100,100,0,0,0,0,0,0,0,0
36,100,100,0,0,0,0,0,0,0,0
37,100,100,0,0,0,0,0,0,0,0
38,100,100,0,0,0,0,0,0,0,0
39,100,100,0,0,0,0,0,0,0,0
40,100,100,0,0,0,0,0,0,0,0
41,100,100,0,0,0,0,0,0,0,0
42,100,100,0,0,0,0,0,0,0,0
43,100,100,0,0,0,0,0,0,0,0
44,100,100,0,0,0,0,0,0,0,0
45,100,100,0,0,0,0,0,0,0,0
46,100,100,0,0,0,0,0,0,0,0
47,100,100,0,0,0,0,0,0,0,0
48,100,100,0,0,0,0,0,0,0,0
49,100,100,0,0,0,0,0,0,0,0
50,100,100,0,0,0,0,0,0,0,0
51,100,100,0,0,0,0,0,0,0,0
52,100,100,0,0,0,0,0,0,0,0
53,100,100,0,0,0,0,0,0,0,0
54,100,100,0,0,0,0,0,0,0,0
55,100,100,0,0,0,0,0,0,0,0
56,100,100,0,0,0,0,0,0,0,0
57,100,100,0,0,0,0,0,0,0,0
58,100,100,0,0,0,0,0,0,0,0
59,100,100,0,0,0,0,0,0,0,0
60,0,0,0,0,50,50,0,0,0,0
61,0,0,0,0,50,50,0,0,0,0
62,0,0,0,0,0,0,50,0,0,50
63,0,0,0,50,0,0,0,0,0,50
64,0,0,0,0,0,50,0,50,0,0
65,0,0,0,0,0,0,0,50,0,50
66,0,0,0,50,0,0,50,0,0,0
67,0,0,0,50,0,0,0,0,0,50
68,0,0,0,0,0,50,0,0,0,50
69,0,0,0,0,50,0,0,0,50,0
70,0,0,0,0,0,50,0,50,0,0
71,0,0,0,50,0,0,50,0,0,0
72,0,0,0,50,0,0,50,0,0,0
73,0,0,0,50,0,50,0,0,0,0
74,0,0,0,0,50,0,0,50,0,0
75,0,0,0,0,50,0,0,0,0,50
76,0,0,0,0,50,50,0,0,0,0
77,0,0,0,100,0,0,0,0,0,0
78,0,0,50,50,0,0,0,0,0,0
79,0,0,50,50,0,0,0,0,0,0
80,0,0,0,0,0,0,50,0,50,0
81,0,0,50,50,0,0,0,0,0,0
82,0,0,0,50,0,0,0,0,50,0
83,0,0,0,50,0,0,50,0,0,0
84,0,0,0,0,0,0,0,0,100,0
85,0,0,0,50,50,0,0,0,0,0
86,0,0,0,0,0,0,0,0,100,0
87,0,0,50,0,0,0,0,0,50,0
88,0,0,0,50,0,50,0,0,0,0
89,0,0,0,50,0,50,0,0,0,0
90,0,0,50,0,0,0,0,0,50,0
91,0,0,50,0,0,0,50,0,0,0
92,0,0,50,0,0,0,0,0,50,0
93,0,0,50,0,0,0,0,0,50,0
94,0,0,0,0,0,0,0,0,50,50
95,0,0,0,0,0,0,50,0,50,0
96,0,0,0,0,0,50,0,0,0,50
97,0,0,50,0,0,0,0,0,50,0
98,0,0,50,0,0,0,0,0,0,50
99,0,0,0,0,0,0,50,0,0,50
,6000,6000,500,800,350,500,450,200,700,500
